sen_a,sen_b,label
怎么取消支付宝上的实名认证,怎样取消支付宝的实名认证,1
为什么我的贴吧头像不显示呢？,我什么我百度贴吧的头像不显示,1
成都哪里有成人用品批发市场？,国内哪里有成人用品批发市场？,0
英雄联盟这个头像怎么得。,英雄联盟这样的头像怎么来的,1
土豆哪里去挖是什么意思？,土豆款是什么意思,0
万字加一笔都是什么字,口字加一笔是什么字,0
赛尔号闪光皮皮怎么抓？,赛尔号怎么抓闪光皮皮？,1
求好看的女主键盘网游小说}},求医生类的耽美文}},0
这是什么烟，多少钱一包,什么烟多少钱一包,1
冒险岛双倍经验卡怎么获得？,冒险岛七天双倍经验卡怎么没用?,0
女孩子生日礼物送什么,女孩子生日礼物送什么？,1
vivo手机怎么设置呼叫等待功能,小米手机怎么设置呼叫等待功能,0
身先士卒指的是什么生肖,身先士卒是什么生肖,1
怎么在微信上卖东西啊,怎么样可以让自己在百度什么搜到,0
天天飞车破解版下载,天天飞车破解版在那下载,1
卖家如何提高淘宝店销量？,淘宝卖家如何提高销量？,1
打量是什么意思？,打量是什么意思啊！,1
科学发展观的可虚弱内涵和精神实质是什么？,科学发展观的基本内涵和精神实质是什么？,0
大海是什么颜色的,大海是什么颜色的？,1
结婚送什么礼物好,结婚礼物送什么？,1
描写海的句子,描写水的句子,0
绝处逢生什么意思？,绝处逢生的绝是什么意思？,0
女人不会理财怎么办,女人应该如何学会理财,0
建设银行信用卡好不好？,交通银行青年信用卡,0
怎样去痘最有效,怎样去痘印最有效,1
为什么问题提交失败？,问题提交失败，为什么,1
这边核实到您的这个银行卡是没有绑定支付宝账户的。,这边核实到您的银行卡是没有绑定的支付宝账户的。,1
手机联机游戏有哪些,可以联机的游戏有哪些，手机的,1
快三个月的宝宝感冒怎么办,八个月宝宝能号虾吗,0
在钢铁、冶金重镇做什么生意好?,钢铁冶金研究生毕业去私企还是国企好？,0
房地产公司的设计部具体是做什么的？,房地产公司的*是做什么的啊？,0
想给朋友送礼物要送什么？,给朋友送礼物，送什么好？,1
大学生做什么兼职比较好？,大学生找什么兼职比较好？,1
怎么让会说话的汤姆猫说话,会说话的汤姆猫怎么说话,1
日本女人穿和服背后背的是什么？,日本男的穿的和服叫什么？,0
您好，请问是绑定其他身份信息的银行卡吗？,您好，请问您是否有用同一身份在同一银行办理了新卡或卡片升级的情况？,0
这部漫画叫什么名字，求汉化版的,求这部漫画的名字，谢谢！,1
怎样锻炼手指的灵活性,如何锻炼手指灵活性？,1
喀秋莎是什么意思？,随想是什么意思？,0
女孩子来少林寺学武术好吗?,女孩子适合学哪种武术,0
合肥是传销窝吗,合肥是传销吗，,1
电动车哪个牌子的好,电动车哪个牌子好？,1
红米手机载的屏幕在哪看,红米手机屏幕,1
香蕉有什么好处？,吃蒸香蕉有什么好处,0
求马里奥小黄的表情包,求兔斯基的表情包,0
汽车无法启动了？,服了民生信用卡了,0
百度视频怎么搜索,百度视频搜索怎么用,1
喜欢女孩子不理我了,我喜欢的女孩子不理我了,1
求唯美情侣头像,求唯美的情侣头像,1
武汉哪里好玩？,大连哪里好玩？,0
电话号码查询机主姓名,电话号码查询机主姓名07166300022,0
想把头发剪短，适合什么发型呢？,我想剪短头发，却不知道什么发型好看,1
谁可以私人贷款给我？,我想找私人贷款，请问哪一位知道情况呢,0
手机怎么截图？快！,手机怎么截图啊？,1
空气能热水器怎么样,空气能热水器,1
开了恢复删除文件,恢复删除文件,0
请问这个是什么植物？有图片,请问图片是什么植物？,1
最近比较火的歌是什么歌啊,最近什么歌比较火啊？,1
今年国庆节怎么放假,今年五一怎么放假的呀,0
男人为什么要找女人？,为什么想了解一个人那么难,0
朋友结婚送什么礼物呢？,朋友结婚该送什么礼物,1
谁能玩我的世界手机版？远程联机,手机版我的世界能远程联机吗？,1
动感单车什么牌子好？,请问动感单车什么牌子好,1
一加手机怎么样,一加手机怎么样啊,1
怎样去斑最有效,怎么叫人还钱最有效,0
帆布鞋什么牌子好，品牌,男士帆布鞋什么牌子好,1
哮喘吃什么药？,哮喘忌吃什么药,1
丰衣足食是什么生肖,丰衣足食是什么生肖？,1
无节操什么意思啊？,亲无节操是什么意思啊,1
广州有哪些地方好玩？,广州有哪些地方好玩,1
求这个矩阵的逆矩阵,这个矩阵的逆矩阵怎么求？,1
狗叫什么名字,我的狗叫什么名字好。,1
纠结是什么意思啊,纠结是什么意思啊？,1
这个邮箱不是的吗？,这个邮箱是您的吗？,0
现在怎么注册谷歌账号？,怎么注册Google账号。,1
手机该买什么牌子的好,这是啥牌子手机,1
谢娜和张杰结婚了吗？,谢娜要和张杰要结婚了吗？,1
为什么穿越火线玩不了？,为什么我的穿越火线玩不了,1
最好用的拼音输入法是什么,大家都用什么拼音输入法,0
有什么好的丰胸产品,什么丰胸产品有效果,1
宝剑锋从磨砺出的后一句,宝剑锋从磨砺出，香自苦寒来,0
被蝎子蛰了打什么针,喝蝎子汤不可以吃什么,0
贫血要吃什么？,贫血什么办,1
剑灵玩哪个职业好,剑灵选哪个职业好,1
求迅雷会员分享器,迅雷会员求分享,0
吃什么会让人拉肚子？,拉肚子怎么办，吃什么好？,0
为什么我的电脑不能听音乐？,电脑为什么不能听音乐,1
绿茶婊是什么意思？,绿茶婊是什么意思？求告知,1
经期能吃芒果吗,经期芒果能吃吗,1
推荐几本小说。,给我推荐几本小说,1
茶杯犬多少钱一只？,茶杯犬多少钱一只啊,1
微博疯传的“图样图森破”是什么意思？,称女孩子“破月”是什么意思？,0
新浪微博怎么申请,怎样申请更多的新浪微博,0
北京面积多大?,北京面积多大,1
电吹风什么牌子好,电吹风什么牌子好？,1
三亚在哪里？,去三亚住哪里好？,1
柯受良的儿子是谁,柯受良儿子是谁,1
所以是建议您关闭短信校验服务的,您好，短信校验服务是只针对电脑端的，手机端是随机校验的。,0
怎么写诗？,怎么写诗啊？,1
闲置衣服怎么处理,闲置的衣服怎么处理呢,1
山西有哪些著名女歌手,山西籍著名女歌手有那些,1
能年审摩托车驾驶证吗,哪里可以买摩托车驾驶证，,0
情感情绪－我最不喜欢看韩剧！,推荐几部妈妈们喜欢看的韩剧吧,0
个性情侣网名,有个性的情侣网名,1
什么电影好看动画片,什么动画片大电影好看,0
只能和您这个账号进行关联认证并且需要知道您的支付密码,要知道您这个账户的账户名和支付密码才可以关联认证,1
兴致勃勃什么意思？,用什么，犹如什么造句,0
我这电脑能玩逆战吗？,我的电脑能玩逆战吗？,1
有什么好看的动画电影？,有什么好看的动画电影吗？,1
为什么电脑不能正常开机.,为什么我的电脑不能开机,1
猪骨头汤怎么熬最好喝,怎样熬骨头汤才好喝？我很想做,1
常州有什么名吃，什么特产？,常州有什么特产？,1
这是哪部电影里的,这是哪部电影啊？,1
关于我怀疑女友出轨！,总是怀疑女友出轨,1
这位演员的名字？,这位演员的名字,1
这是什么盆栽植物？,这是什么植物盆栽？,1
日语翻译成中文，谢谢！,请把日语翻译成中文，谢谢,1
普通转出到账前一天您也享受正常收益的,转账到账户的收款方短信将在8月3日正式取消通知,0
求这个头像高清大图,这个头像高清大图,1
哪里有买甘蔗榨汁机的,甘蔗榨汁机哪里有卖,1
养什么树寓意好,一凡是有什么寓意,0
微信怎么转发语音?,如何转发微信语音,1
高清海贼王在哪下载,海贼王高清下载,1
七夕送男朋友什么礼物？,七夕是哪天？送男朋友什么礼物呢？,1
天天爱猜图一个女人捧着一杯摩卡猜三字女明星,天天爱猜图地字上面有三个人是什么,0
河南省郑州市礼品购物网站，比较好的帮介绍一下？,哪里可做圣诞礼品代理，有好的网站可以推荐一下。,0
推荐个手机游戏吧,推荐些手机游戏,1
择其善者而从之的而是什么意思,择其善者而从之的其什么意思？,0
最近电视台播的一部电视剧讲上海黑社会的,求一部关于老上海的电视剧，演的是杜月笙！,0
很抱歉，耽误您这么长时间没能很好的帮助到您，小二非常抱歉,真的很抱歉，小二这边真诚的向您致歉了，真的是耽误您的使用了，很抱歉,1
建议您修改手机号码的,需要为您创建一下修改之前手机号的受理,0
什么龟可以潜水,等潜水线是什么？,0
百度贴吧怎么私信？,百度贴吧怎么改名？,0
手机怎样下载电影,怎样用手机下载电影,1
生姜红糖水怎么做？,生姜红糖水怎么煮,1
孕妇每天吃葡萄好吗,孕妇多吃石榴好吗,0
精益求精什么意思？,精益求精是什么意思？,1
右倒车入库打几次方向盘,倒车入库太迟打方向盘,0
我下载的谷歌地图怎么用不了啊！,为什么我下载的问道怎么不能用啊,0
求高清电影下载网站,介绍几个高清电影下载网,1
马桶堵了怎么疏通马桶,马桶堵了如何将疏通铁丝插入管道内,0
浙江省会在哪里,浙江省会是哪里,1
语气蕊蕊是什么意思啊,语气蕊蕊是什么意思,1
饥渴什么意思,饥渴的，什么意思,1
韩国的哪个女明星最漂亮,那个韩国女明星最漂亮,1
吃什么可以降血糖,什么是降血糖,0
德州唯一视觉婚纱摄影工作室怎么样?,青岛唯一视觉婚纱摄影,0
中秋节手抄报可以做什么内容？,快乐暑假的手抄报内容还能写什么,0
夜明珠为什么会发光,夜明珠为什么发光？,1
已经有绑定淘宝的,那就是已经绑定了哦,1
给女朋友起什么外号好,给女朋友起个外号，叫什么好听。,1
农村宅基地可否继承,农村宅基地使用权的继承,0
求一部电影，关于外星人的,求一部关于泰拳的电影。,0
属羊本命年结婚好吗,属羊本命年能结婚吗,1
百度贴吧的头像怎样更换啊,怎么更换百度贴吧头像。,1
天天飞车什么车最好用,玩天天飞车，买啥车最好啊？,1
北京这边有什么吃海鲜的好地方,北京有什么吃海鲜的地方？,1
什么洗发水好,什么洗发水去油,0
朋友心情不好，怎么安慰他？,我的好朋友心情不好，要怎么安慰他啊,1
什么季节去云南最适合？,云南什么时候最适合旅游,1
学化妆哪里最好,学化妆那里最好？,1
世界上什么地方最美,世界上最远的地方是在哪里,0
微信上绑定银行卡安全吗？,微信绑定银行卡，这样做安全吗？,1
苏州人才市场在那,苏州人才市场在哪,1
两个胖子打一城市名,两个胖子打架，打一城市名,0
朋友过生日怎么写说说,给朋友过生日的说说怎么写,1
关于烟的网名和个性签名,个性签名网名,0
什么叫全自动洗衣机,全自动洗衣机什么时候有的,0
网购铁观音如何,网购铁观音怎么样？,1
魅族华为小米哪个好,魅族华为小米哪个好,1
什么软件是制作伴奏的,有没有什么软件可以把歌曲制作成伴奏,1
这是哪一部动漫,这是哪一部动漫的,1
糗事百科邀请码怎么获得,糗事百科注册邀请码怎么获得,1
上海夜市在哪里？,上海有夜市吗？在那里。,1
别人给你竖中指是什么意思？,冲别人竖中指是什么意思？,1
QQ邮箱也是可以的。,您好，QQ邮箱很不稳定，也常出现用户不能导入账单的情况。,0
怎么开通流量加油包。,怎么才能开通流量加油包,1
影后化妆品怎么样？,VOV化妆品怎么样？,0
益虫都有那些,益虫都有哪些,1
龙飞凤舞是什么生肖,龙飞凤舞不一般的生肖是什么,0
如何治疗脑梗塞,脑梗塞怎么治疗啊？,1
怎样看出一个人喜欢你？,如何看出一个人喜欢谁,0
介绍一个好看的小说,【介绍】好看的小说,1
哪里有姓名打分测试机,租房公积金怎么取,0
奥特曼怕咸蛋超人吗？,咸蛋超人是奥特曼么？,0
吴京的电影有那些,吴京所有的电影,1
新颖、有创意的包装礼品的方法,礼品店卖的那种包礼物时用的拉花使用方法,0
帮忙起个网名。,请帮忙起个网名,1
怎么用微信扫描二维码,微信二维码怎么扫描,1
月经期间可以喝这中药吗？,月经期间可以喝中药么,1
如何去除黑头粉刺,怎样去除粉刺.黑头,1
怎么去别人微店买东西,怎么在微店买东西,1
求植物大战僵尸修改器,植物大战僵尸修改器用哪个好,0
什么生肖身长肢短尾巴粗,身长肢短尾巴粗什么生肖？,1
请问有人能帮我把红底照片ps成蓝底么？急用谢谢,谁能帮忙把这个二寸照片红底改成蓝底？谢谢了,1
在房地产公司工作待遇好吗？,在房地产公司工作好还是航空公司工作好,0
我这电脑配置能玩剑灵吗,这个电脑配置能玩剑灵吗,1
我老婆出轨她还不承认我能原谅她吗,老婆出轨多次有孩子我是否还能原谅她,0
什么是刷屏,刷屏是什么,1
好的，您别着急，请您提供收到短信的手机号码，麻烦您了。,辛苦您可以开通短信校验服务，辛苦您了。,0
温柔的动物是什么生肖,温柔的动物，是什么生肖,1
另类的玄幻小说,求主角十分低调但实力很强的玄幻小说,0
孕妇合适吃莲藕吗？应该吃什么？刚刚怀孕的,孕妇能吃莲藕吗？怀孕吃莲藕的好处有哪些？,0
玲妹妹爱上了假宝玉的MV是什么韩剧,有一首歌词是什么爱上姜宝玉,0
怎样让头发蓬松？,男的怎样使头发蓬松,1
这个手表是什么品牌？什么型号？,这个手表是什么牌子的？什么型号？,1
新浪微博和腾讯微博哪个好,新浪微博和腾讯微博哪个用的人多,0
怎样下载电视剧到手机里？,怎样在手机上下载电视剧,0
这是什么电影的截图？,这是什么电影里的截图啊,1
寻一部国外电影,问一部国外的电影,1
江苏211大学包括南京理工大学么?,江苏科技大学是211吗,0
如何练习签名,如何练习自己的签名？,1
火影忍者作者是谁,火影忍者的作者是谁啊。？,1
港澳通行证签注可以异地办理吗,港澳通行证签注可以代办吗,0
理发店洗头床怎么修,理发店洗头是怎么洗的啊,0
求一本小说小说,求一本小说里有弓有刀的小说,1
阳春白雪什么意思呢,阳春白雪是什么意思,1
什么是客观?什么是主观?,什么是客观`?什么是主观?,1
酷派大神手机怎么样,酷派大神手机怎样？,1
怎么修改三国小镇？,三国小镇怎么修改啊？,1
读了艾青的太阳的话你的感受是什么,艾青写的太阳的话的意思是,0
帮忙看看这两张图是什么字体谢谢。,大家帮忙看看是什么字体，谢谢,1
修仙类小说有什么推荐？,有什么好看的修仙类小说,1
有什么教育电影？,有什么教育电影,1
简直了是什么意思？,简直是什么意思？,1
怎样发表说说自己生日了,如何发表生日说说,1
云南的烟草公司待遇怎么样?,太原烟草公司待遇怎么样啊？,0
飞机有刹车吗？,飞机有刹车吗,1
剑灵选什么职业好升级,剑灵选择什么生活职业好,0
怎样用盐洗脸。？,用茶枯洗脸怎么样,0
天天飞车中那宝箱是怎么获得的,侠盗飞车里怎么上飞机吖？,0
如何提高网站点击率？,怎么提高网站点击率！,1
这是什么韩剧啊,这是什么韩剧,1
成龙的儿子为什么不性成,成龙还有一个女儿吗，为什么不相认,0
这个是香水吗？什么牌子的？,这个香水什么牌子的,1
梦幻西游剧情,梦幻西游藏宝阁,0
电视遥控机手机版怎么下？,怎么用手机遥控电视？,0
做仰卧起坐肚子疼，还能再做么,不做婚检就不给办结婚证吗,0
十全十美的动物是什么生肖？,十全十美的动物？是什么生肖？,1
带有东字旁的字都有哪些？,带有石字旁的字有哪些,0
悠悠球在哪买,悠悠球那中好,0
淘宝里买手机安全么,在淘宝买手机安全吗？,1
求种子搜索神器,求种子，搜索神器…,1
微博粉丝怎么刷,微博怎么刷粉丝？,1
请问是如何认识的对方？请您提供一下与对方的联系途径,如果支付宝这边联系到收款方可以把您的联系方式告知对方吗,0
什么品牌的洗衣机好,洗衣机什么品牌好,1
黎明的近义词是什么？,黎明的近义词是什么,1
什么叫白名单,白名单是什么,1
在哪里可以批发到化妆品,在哪里可以批发到既便宜又好的化妆品,0
有什么好看的爱情日本动漫,有什么好看的关于爱情的日本动漫,1
求好看的玄幻小说！完结的,求好看的玄幻小说（完结）,1
津津有味还有那些词,我们天津津有味,1
怎样才能让自己的桃花运旺,怎样才能有好的桃花运,1
制作小说封面,小说封面制作,1
孔明借东风是什么成语？,孔明借东风是什么成语啊,1
演讲稿中国梦我的梦怎么写？,中国梦我的梦演讲稿怎么写？,1
这里求古剑奇谭BL同人小说,求古剑奇谭bl同人小说,1
为什么刘亦菲那么好看？,为什么现在看刘亦菲没感觉好看了,0
我不知道自己星座该怎么办,我想知道我是什么星座的？,1
因农行目前是暂停两小时到账服务的，所以是下个交易日到账的。,即时到帐交易成功的亲没有核实到这个是退款的亲,0
一年八月好心情是什么生肖,十二生肖里面心情不好的生肖是什么动物,0
怎么投诉腾讯,如何投诉腾讯,1
腾讯达快递官网,韵达快递价格表,0
您好.这个确实是不可以的.给您添麻烦了.,您好.确实不可以.给您添麻烦了.,1
请问您的家人的姓名是？,请问对方的姓名是？,0
大家好！很高兴认识大家！,很高兴认识大家,1
脚宽如何变窄,脚很宽怎样可以变窄,1
是的，辛苦您等待下一个工作日，辛苦您了。,您好，辛苦您等待相关人员给您回电，具体核实处理一下的，辛苦您了。,0
男生短头发染什么颜色好看,染头发啊，染头发…,0
我的世界手机版有没有城市种子,你的世界手机版城市种子,0
我的配置可以玩看门狗吗？,这个配置可以玩看门狗吗？,1
著名山西女歌手都有谁,山西籍著名女歌手都是谁,1
地下城与勇士怎么转区,地下城与勇士怎么转区啊,1
求一部越战电影的名字！,问一部越战电影的名字,1
海带怎么吃好吃,海带怎么吃好吃。,1
在网上买电脑可靠吗？,在网上买电脑？可靠吗？,1
经期可以吃芒果吗,晚饭吃什么能减肥又不饿,0
最近有什么好歌听吗？,最近有什么好歌听,1
2013年初二上册的物理寒假作业答案（过程）,八年级上册寒假作业答案（苏教版）,0
如何提高自己的记忆力,怎样可以提高记忆力,1
珠三角会计网房地产会计培训好吗,房地产会计培训哪里比较好？,0
架子十足是什么意思？,架子十足是什么意思,1
天天猜品牌、求答案？,天天猜品牌求答案,1
十二生肖那个是绿眼睛的？,十二生肖那个闭眼睛的？,0
电视剧倩女幽魂背景音乐。,电视剧倩女幽魂背景音乐,1
我的世界中的材质包怎么大,我的世界这个是什么材质包,0
肚子上的肉怎么减效率最快！,肚子上的肥肉怎么减呀,1
网络红人沈方旖为什么红,网络红人吴杰是那里的人啊，为什么这么红,0
坚硬的近反义词,娇小的近反义词,0
什么软件能在照片上写字,什么软件可以在图片里面写字,1
七夕，给老婆送什么礼物好,七夕，送老婆什么礼物好？,1
求这张图原图。,求这张图的原图,1
什么车标志,十标志是什么牌的车,0
上班族找兼职做，做什么好,上班族兼职做什么好？,1
网店怎么样才可以做好,要怎么样才能做好网店,1
属猴男和属虎女相配吗,属羊女与属虎男相配吗,0
求现代都市小说,找现代都市小说,1
淘宝上能买火车票吗,淘宝能买火车票么,1
旧衣服怎么处理？,旧衣服该怎么处理啊？,1
名字中的颖字用什么含义,你的名字是什么含义？,0
淘宝店铺问题。,淘宝店铺问题,1
怎么样可以在家练胸肌,怎样在家练好漂亮胸肌,1
被吻的感觉是怎样的啊,狗对人是怎么样的感觉？,0
银行卡怎么转账到余额宝,网易宝余额转账到银行卡,0
这种植物叫什么名字,求这种植物的名字。,1
抱歉，您在核实一下,抱歉，我在核实下,0
求这个小女孩的图片,求这个一系列图片,1
你是猴子请来的逗比吗,你是猴子请来的豆比吗,1
叔叔的老婆的妈我叫什么,叔叔的老婆的弟弟我应该叫什么,0
求这种围巾的织法…,这种围巾怎么织什么织法,1
一只黑狗，不叫不吼,一只黑狗，不吼不叫,1
大便稀溏是怎么回事,大便很黑怎么回事,0
大圆脸适合什么样的刘海,圆脸适合剪什么样的刘海,1
红苹果家具怎么样?听说他的床垫不错。,红苹果家具怎么样？都有什么产品,0
如何处理好夫妻关系,如何处理好夫妻关系？,1
刘谦是全世界最厉害的魔术师吗？,当今全世界哪个前锋最厉害？,0
给我家狗狗起个名字~,给我家狗狗起个名字,1
华夏银行信用卡是哪里的?,华夏银行信用卡的寄出点在哪里,1
08奥运会巴西足球队员出场名单?,奥运会上足球比赛参赛队员的要求,0
三书六礼是什么生肖？,三书六礼什么生肖,1
哪里可以看快乐大本营全集呢？,快乐大本营全集哪里有卖的,1
我宣你什么意思,你若晴天，便是安好。什么意思？,0
为什么贴吧不能发帖,为什么在贴吧不能发帖,1
我想投诉淘宝网店铺如何投诉,我要投诉淘宝网，请问可以找谁。,1
挖掘机哪家强,问：挖掘机哪家强…,1
电脑学校哪里好,哪里的电脑学校好，,1
求一部搞基的动漫,求搞基动漫=,1
作业帮怎么下载,怎么才能下载作业帮,1
我的魔兽世界老是掉线。,魔兽世界老是掉线,1
我的世界铁傀儡有什么用？,我的世界怎么做铁傀儡,0
怎样加盟来伊份,怎么加盟伊份,0
夏天是什么花开,夏天有什么花开,1
奥运宝贝向前冲赛道是啥样的？,奥运向前冲是不是现代五项的项目?,0
什么牌子的男士手表好,什么牌子的男士手表好呢,1
想问一下这是什么字体,问一下这是什么字体？,1
电饭煲哪个牌子的好呢,电饭煲哪个牌子的好,1
为什么我的手机安装不了天天酷跑,为什么我的手机安装不上天天酷跑,1
脸小适合留什么发型,鹅蛋脸男生适合什么发型,0
这个要看您购买的是什么产品的哦,您先不要着急，是您的这个产品的购买的时间可以提供一下吗？,0
有什么软件可以下载破解版,什么软件可以下载破解版游戏,1
您好，您的支付密码现在也是6位数字的密码的。,现在修改后的支付密码都是6位数字的,0
肾阳虚吃啥中成药,脾肾阳虚吃什么中成药,0
怎么网上手机充值？,网上如何给手机充值,1
我今年22岁了，怎么赚钱,我不会赚钱怎么办今年22岁了、,0
酵素可以喝吗,自己也能做酵素吗,0
什么是奇数什么是偶数,什么叫偶数什么叫奇数,1
谁还在意我留下的泪,谁在意我留下的泪,1
暑假到了，骗子又蠢蠢欲动，开始出来行骗了，一定要提高警惕哟,小二查询您的缴费是成功的，请问您是缴费移动还是联通的？,0
苹果手机怎么用万能钥匙？,怎么用苹果手机万能钥匙？,1
什么牌子的洗衣粉最好用啊？,什么牌子的洗衣粉洗孩子的衣服比较好？,0
红包怎么抢到那里抢,抢到了多少红包？怎么抢？,1
别人拿我的身份证可以做什么,别人用我身份证贷款,0
珍珠疹如何治疗,珍珠疹怎么治疗,1
怎么修改银行卡密码？,怎么在手机上改银行卡密码,1
你看我长得像那位明星？,我和哪个明星长得最像,1
家电维修有前途吗？,家电维修有前途吗,1
怎么截图，给好评,如何截图好评,1
推荐个好玩的单机游戏,好玩的单机游戏推荐个你们懂的,1
现在用什么视频播放器好,现在什么视频播放器最好,1
霍金得的是什么病,霍金什么时候死的,0
初中生怎么赚钱,初中生，如何能赚钱？,1
最近有什么好看的小说,最近有啥好看的小说,1
什么牌子的洗面奶比较好,什么牌子的洗面奶比较好?,1
额头小的人适合弄什么发型？,额头高的人适合什么发型,0
掌上冲浪在哪里下载,掌上冲浪哪里下载,1
大家觉得今年的春晚好看吗,你们觉得新神雕侠侣好看吗？,0
求我的世界手机版种子,我的世界种子手机版,1
小时候电子游戏厅的玩得多的游戏,查询一下这是电子游戏厅的哪部游戏,0
江西陶瓷工艺美术职业技术学院是不是大专,江西陶瓷工艺美术职业技术学院怎么样？,0
臣妾做不到！,臣妾做不到甄嬛传,1
亲，登录到【我的支付宝】【账户资产】查看冻结原因，辛苦您了,麻烦您先电脑登陆点击余额宝不可用金额看下不可用的原因是什么？,0
下载她说张碧晨,张碧晨的歌从哪儿下载,0
这世界有鬼吗,世界上有鬼吗,1
金牌亚洲陶瓷数码喷墨技术是行业内最领先的吗？,金牌亚洲陶瓷是抛釉砖十大品牌吗?,0
最近有什么好看的韩剧吗？,最近有啥好看的韩剧,1
陈赫为什么出轨？,陈赫为什么会出轨？,1
扇形统计图怎么画,扇形统计图怎么画？,1
如何让牛仔裤不掉色,如何使牛仔裤不掉色？,1
这个您可以截图给我看看的，,这个建议您电脑找我们截图给我我们看看的，,0
脸上的痣是代表什么,脸上有痣都代表什么,1
描写草的成语有哪些,描写鹿的成语,0
中国为什么扫黄啊,中国为什么要扫黄,1
求这是这图的出处,求这图的出处,1
可爱动漫图片,有可爱的动漫图片,1
可以查询人的身份证号码吗？,用身份证号码能查询火车票吗,0
现在这个季节有什么水果可以买？,现在是什么水果的季节？,1
男属龙摩羯座和女属猴白羊座合适吗,男属鸡与女属鼠相配吗？,0
什么话是世界上通用的？,什么话可以世界通用。,1
美丽的近义词和反义词,忽略的近义词和反义词,0
求极品家丁(绿帽版),求极品家丁绿帽版,1
贴吧怎么申请小号,怎么申请唱吧小号,0
美团网申请退款后多长时间可以退款成功,美团退款申请后商家能划走款吗,0
辽宁科技大学软件学院是本科吗,辽宁科技大学信息技术学院是统招学校吗，,0
是能的，是需要您跟对方协商一下的，麻烦您了，亲！＜（＾－＾）＞,单笔5万、每日5万、每月20万是限额的，麻烦您了，亲！＜（＾－＾）＞,0
回答正确采纳,回答正确，必采纳,1
这个配置玩我的世界可以开光影吗,我的世界里这配置可以玩光影吗,1
找一部香港恐怖电影,寻找一部香港恐怖电影,1
珠海什么地方好玩？,珠海有什么好玩的地方？,1
脸上的痣代表什么,脸上痣的位置代表什么,1
什么星座最受欢迎！,什么星座最受欢迎？,1
重庆有什么好吃的,重庆有啥好吃的,1
男士皮带什么牌子好呢,男士皮带什么牌子好？,1
适合做什么职业测试,测试我适合什么职业,1
灰指甲会传染吗？,灰指甲传染吗,1
在我的世界中，怎么制造书,我的世界怎么在书上写字,0
悠悠球的招式图片,悠悠球的五种球形的图片,0
小加一笔，是什么字,小加一笔都有什么字,1
您好，您可以重新注册一个邮箱进行操作注册支付宝账户的，辛苦您了。,建议您先取消这个账户操作的认证，然后再重新注册一个新的账户来操作一下的,0
大头儿子小头爸爸里的王叔叔叫什么名字,大头儿子小头爸爸动画片，大头儿子的妈妈叫什么？,0
哪里有好的果树苗？,哪里卖果树苗,1
求千之刃的漫画,求千之刃漫画,1
杨威儿子喷的是什么,杨威让他儿子吸的是啥,0
现在投资什么最赚钱,现在养殖什么最赚钱,0
我的机器人女友“中的插曲,我的机器人女友中一首英文插曲,1
手机哪个软件可以看电视直播？,手机有什么软件可以看电视直播,1
爸爸去哪儿大电影在哪里拍,想去看爸爸去哪儿的电影么,0
求这幅图的高清无水印,求这两张图的无水印高清图,1
过年后摆地摊卖什么好？,过年想摆地摊卖什么好,1
有一个动画片，关于鱼的,有一个动画片,1
中国历史上第一位女皇帝是谁,中国历史上的第一位皇帝是谁,1
男人是不是都不喜欢自己女朋友或者妻子这样？,男人要怎样做才是家安定、是妻子喜欢你?,0
天天酷跑葫芦娃修改器怎么用,怎么下载天天酷跑葫芦娃修改器,0
大汶口文化遗址在我国,大汶口文化遗址在我国的哪里？,1
微信收不到验证码,微信闪退为什么,0
剪不断理还乱什么意思？,剪不断，理还乱的还是什么意思？,1
这个三轮摩托车是什么牌子,正三轮摩托车什么牌子好,0
请问我的这些兰花是什么品种？,请问这个兰花的品种是什么？,1
有谁知道这个是什么,这是谁了是明星吗有知道的吗,0
广东培正学院[专科],广东培正学院怎么样？,0
什么牌的钢笔好用？,什么钢笔好用点,1
羽绒服买什么颜色的最好看？,冬天穿什么颜色的羽绒服最好看?,0
南方的生肖有什么,南方有什么生肖,1
“首尾呼应”的作用是什么？,什么是首尾呼应的作用,1
您进入支付宝钱包，财富，余额，账户余额查看下收支明细的呢,您可以看下您的收支明细，钱包查看收支明细路径，【财富】-【账户余额】-【账户余额】,1
网页游戏号怎么卖,赛尔号精灵决斗卡什么时候可以玩,0
男鞋什么牌子好,男鞋什么牌子好？,1
吃面包会变胖吗?,狗狗能吃面包吗?,0
成都英语培训学校哪个好？,成都都有哪些英语培训学校？,0
求此电影,求此女电影！,0
现在最火的网游是什么,现在最火爆的网游是什么,1
什么微电影好看？,求好看的爱情微电影,0
哪个网站找工作比较靠谱,哪个找工作的网站比较好,1
电饭煲哪个牌子的好呢,哪个牌子的电饭煲好,1
最高的巨人打一成语,最高的巨人打一成语。,1
我好想你是谁唱的,说谎的爱人是谁唱的,0
好的，您别着急，请问您目前还有其他可以登陆的支付宝账户吗？,请问您当时是在您的这个支付宝账户购买的吗？请问您的淘宝昵称是什么呢？,0
好看的耽美动漫有那些,好看的耽美动漫,1
联通手机怎么开通会员？,联通怎么用手机开通会员~,1
个人住房公积金如何查询,如何查询个人住房公积金信息,1
说说下面的历史人物是哪个朝代，是什么样的人物,诸葛亮是哪个朝代的人,1
街机千炮捕鱼2安卓版可以修改金币吗,街机千炮捕鱼2赢话费在怎么用话费充金币,0
